iter,step,s,u,s_prime,r,deltaQ,Q_21_0,Q_21_1,Q_21_2,Q_21_3,Q_18_0,Q_18_1,Q_18_2,Q_18_3,Q_14_0,Q_14_1,Q_14_2,Q_14_3,Q_13_0,Q_13_1,Q_13_2,Q_13_3,Q_15_0,Q_15_1,Q_15_2,Q_15_3,Q_10_0,Q_10_1,Q_10_2,Q_10_3,Q_4_0,Q_4_1,Q_4_2,Q_4_3,Q_3_0,Q_3_1,Q_3_2,Q_3_3,Q_2_0,Q_2_1,Q_2_2,Q_2_3,Q_1_0,Q_1_1,Q_1_2,Q_1_3,Q_0_0,Q_0_1,Q_0_2,Q_0_3,Q_9_0,Q_9_1,Q_9_2,Q_9_3,Q_5_0,Q_5_1,Q_5_2,Q_5_3,Q_6_0,Q_6_1,Q_6_2,Q_6_3,Q_7_0,Q_7_1,Q_7_2,Q_7_3,Q_8_0,Q_8_1,Q_8_2,Q_8_3,H_rew_21_0,H_rew_21_1,H_rew_21_2,H_rew_21_3,H_rew_18_0,H_rew_18_1,H_rew_18_2,H_rew_18_3,H_rew_14_0,H_rew_14_1,H_rew_14_2,H_rew_14_3,H_rew_13_0,H_rew_13_1,H_rew_13_2,H_rew_13_3,H_rew_15_0,H_rew_15_1,H_rew_15_2,H_rew_15_3,H_rew_10_0,H_rew_10_1,H_rew_10_2,H_rew_10_3,H_rew_4_0,H_rew_4_1,H_rew_4_2,H_rew_4_3,H_rew_3_0,H_rew_3_1,H_rew_3_2,H_rew_3_3,H_rew_2_0,H_rew_2_1,H_rew_2_2,H_rew_2_3,H_rew_1_0,H_rew_1_1,H_rew_1_2,H_rew_1_3,H_rew_0_0,H_rew_0_1,H_rew_0_2,H_rew_0_3,H_rew_9_0,H_rew_9_1,H_rew_9_2,H_rew_9_3,H_rew_5_0,H_rew_5_1,H_rew_5_2,H_rew_5_3,H_rew_6_0,H_rew_6_1,H_rew_6_2,H_rew_6_3,H_rew_7_0,H_rew_7_1,H_rew_7_2,H_rew_7_3,H_rew_8_0,H_rew_8_1,H_rew_8_2,H_rew_8_3,H_trans_21_0,H_trans_21_1,H_trans_21_2,H_trans_21_3,H_trans_18_0,H_trans_18_1,H_trans_18_2,H_trans_18_3,H_trans_14_0,H_trans_14_1,H_trans_14_2,H_trans_14_3,H_trans_13_0,H_trans_13_1,H_trans_13_2,H_trans_13_3,H_trans_15_0,H_trans_15_1,H_trans_15_2,H_trans_15_3,H_trans_10_0,H_trans_10_1,H_trans_10_2,H_trans_10_3,H_trans_4_0,H_trans_4_1,H_trans_4_2,H_trans_4_3,H_trans_3_0,H_trans_3_1,H_trans_3_2,H_trans_3_3,H_trans_2_0,H_trans_2_1,H_trans_2_2,H_trans_2_3,H_trans_1_0,H_trans_1_1,H_trans_1_2,H_trans_1_3,H_trans_0_0,H_trans_0_1,H_trans_0_2,H_trans_0_3,H_trans_9_0,H_trans_9_1,H_trans_9_2,H_trans_9_3,H_trans_5_0,H_trans_5_1,H_trans_5_2,H_trans_5_3,H_trans_6_0,H_trans_6_1,H_trans_6_2,H_trans_6_3,H_trans_7_0,H_trans_7_1,H_trans_7_2,H_trans_7_3,H_trans_8_0,H_trans_8_1,H_trans_8_2,H_trans_8_3
618.0,0.0,6.0,0.0,6.0,0.0,-0.008450724900794493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.11611507530476972,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,3.8073549220576055,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619.0,0.0,6.0,0.0,6.0,0.0,-0.005020066296152804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.06591441234324169,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,3.8073549220576055,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620.0,0.0,6.0,0.0,6.0,0.0,-0.002903990608936971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.03687450625387198,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,3.8073549220576055,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621.0,0.0,6.0,2.0,6.0,0.0,-0.11887218755408673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.03687450625387198,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622.0,0.0,6.0,0.0,6.0,0.0,-0.0016481371017787027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.020393135236084953,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623.0,0.0,6.0,0.0,6.0,0.0,-0.0009219316514865426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.011173818721219527,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624.0,0.0,6.0,0.0,6.0,0.0,-0.000509845604393513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.006075362677284398,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625.0,0.0,6.0,0.0,6.0,0.0,-0.00027934977074795046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.0032818649698048933,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626.0,0.0,6.0,0.0,6.0,0.0,-0.00015188514221744576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.001763013547630436,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627.0,0.0,6.0,0.0,6.0,0.0,-8.204689301722712e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.0009425446174581648,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628.0,0.0,6.0,0.0,6.0,0.0,-4.407540587763498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112781244591328,1.0,1.0,1.0,0.8112781244591328,1.0,1.0,1.0,2.928329169770438e-08,0.8112781244591328,1.0,0.8112781244591328,5.906253075436327e-91,0.8112781244591328,0.0009425446174581648,0.03687450625387198,0.8112781244591328,1.0,1.0,1.0,0.3372900666170139,1.0,1.0,1.0,4.009657427762284e-09,0.8112781244591328,0.5435644431995964,0.8112781244591328,5.204170427930421e-17,0.8112781244591328,1.0,0.3372900666170139,4.009657427762284e-09,0.3372900666170139,1.0,0.8112781244591328,2.6454533008646308e-17,0.8112781244591328,0.5435644431995964,0.8112781244591328,9.877725242606357e-12,0.8112781244591328,0.5435644431995964,1.0,0.5435644431995964,1.0,1.0,1.0,0.5435644431995964,0.8112781244591328,1.0,1.0,0.000501790558681815,1.0,0.8112781244591328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,2.321928094887362,2.321928094887362,2.321928094887362,0.0,2.584962500721156,2.584962500721156,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.459431618637298,0.0,3.584962500721156,3.584962500721156,3.584962500721156,0.0,0.0,3.7004397181410926,3.7004397181410926,0.0,3.8073549220576055,0.0,3.8073549220576055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
